type,id,name,campus,district,county,overall,overall_score,1_achievement,1_achievement_score,2_progress,2_progress_score,3_gaps,3_gaps_score,student_pop,esc_region,region,perc_econ_disadvantage,type_detail,absolute_url
campus,112910001.0,SULPHUR BLUFF ISD,SULPHUR BLUFF ISD,Sulphur Bluff ISD,Hopkins,B,89,A,90,A,91,B,83,241,8,REGION 08: MT PLEASANT,56.8%,Elem/Secondary,/districts/sulphur-bluff-isd/sulphur-bluff-school/
district,113901.0,CROCKETT ISD,,Crockett ISD,Houston,C,79,C,75,B,80,C,76,"1,345",6,REGION 06: HUNTSVILLE,88.3%,District,/districts/crockett-isd/
campus,113901002.0,CROCKETT H S,CROCKETT H S,Crockett ISD,Houston,B,82,B,83,B,82,B,81,364,6,REGION 06: HUNTSVILLE,79.1%,High School,/districts/crockett-isd/crockett-high-school/
campus,113901041.0,CROCKETT J H,CROCKETT J H,Crockett ISD,Houston,D,64,F,57,D,63,D,65,306,6,REGION 06: HUNTSVILLE,92.5%,Middle School,/districts/crockett-isd/crockett-junior-high-school/
campus,113901102.0,CROCKETT EL,CROCKETT EL,Crockett ISD,Houston,F,58,F,55,F,58,F,58,488,6,REGION 06: HUNTSVILLE,91.0%,Elementary,/districts/crockett-isd/crockett-elementary-school/
campus,113901105.0,EARLY CHILDHOOD CTR,EARLY CHILDHOOD CTR,Crockett ISD,Houston,F,58,Not rated,.,Not rated,.,Not rated,.,187,6,REGION 06: HUNTSVILLE,92.5%,Elementary,/districts/crockett-isd/early-childhood-center/
district,113902.0,GRAPELAND ISD,,Grapeland ISD,Houston,B,82,B,82,B,85,C,76,572,6,REGION 06: HUNTSVILLE,64.3%,District,/districts/grapeland-isd/
campus,113902002.0,GRAPELAND H S,GRAPELAND H S,Grapeland ISD,Houston,B,82,B,84,B,82,C,78,173,6,REGION 06: HUNTSVILLE,56.1%,High School,/districts/grapeland-isd/grapeland-high-school/
campus,113902041.0,GRAPELAND J H,GRAPELAND J H,Grapeland ISD,Houston,C,74,C,74,C,75,C,70,119,6,REGION 06: HUNTSVILLE,60.5%,Middle School,/districts/grapeland-isd/grapeland-junior-high-school/
campus,113902102.0,GRAPELAND EL,GRAPELAND EL,Grapeland ISD,Houston,F,53,F,58,F,59,F,38,280,6,REGION 06: HUNTSVILLE,71.1%,Elementary,/districts/grapeland-isd/grapeland-elementary-school/
district,113903.0,LOVELADY ISD,,Lovelady ISD,Houston,A,91,A,92,A,91,B,89,534,6,REGION 06: HUNTSVILLE,43.6%,District,/districts/lovelady-isd/
campus,113903002.0,LOVELADY J H H S,LOVELADY J H H S,Lovelady ISD,Houston,A,91,A,92,B,86,A,90,243,6,REGION 06: HUNTSVILLE,41.2%,High School,/districts/lovelady-isd/lovelady-junior-high-school-high-school/
campus,113903102.0,LOVELADY EL,LOVELADY EL,Lovelady ISD,Houston,C,79,B,82,C,79,C,72,291,6,REGION 06: HUNTSVILLE,45.7%,Elementary,/districts/lovelady-isd/lovelady-elementary-school/
district,113905.0,LATEXO ISD,,Latexo ISD,Houston,B,85,B,86,B,82,B,81,445,6,REGION 06: HUNTSVILLE,47.0%,District,/districts/latexo-isd/
campus,113905001.0,LATEXO H S,LATEXO H S,Latexo ISD,Houston,B,83,B,86,B,81,C,77,207,6,REGION 06: HUNTSVILLE,39.1%,High School,/districts/latexo-isd/latexo-high-school/
campus,113905101.0,LATEXO EL,LATEXO EL,Latexo ISD,Houston,C,75,C,77,C,76,C,71,238,6,REGION 06: HUNTSVILLE,53.8%,Elementary,/districts/latexo-isd/latexo-elementary-school/
district,113906.0,KENNARD ISD,,Kennard ISD,Houston,B,89,B,89,A,91,B,85,256,6,REGION 06: HUNTSVILLE,62.5%,District,/districts/kennard-isd/
campus,113906001.0,KENNARD H S,KENNARD H S,Kennard ISD,Houston,B,89,B,89,A,91,B,84,115,6,REGION 06: HUNTSVILLE,47.0%,High School,/districts/kennard-isd/kennard-high-school/
campus,113906101.0,KENNARD EL,KENNARD EL,Kennard ISD,Houston,C,72,C,71,C,75,D,64,141,6,REGION 06: HUNTSVILLE,75.2%,Elementary,/districts/kennard-isd/kennard-elementary-school/
district,114901.0,BIG SPRING ISD,,Big Spring ISD,Howard,D,63,D,65,C,70,F,45,"4,021",18,REGION 18: MIDLAND,70.0%,District,/districts/big-spring-isd/
campus,114901001.0,BIG SPRING H S,BIG SPRING H S,Big Spring ISD,Howard,D,68,D,68,C,71,D,61,"1,086",18,REGION 18: MIDLAND,60.9%,High School,/districts/big-spring-isd/big-spring-high-school/
campus,114901003.0,ANDERSON ACCELERATED H S,ANDERSON ACCELERATED H S,Big Spring ISD,Howard,F,46,F,46,Not rated,.,Not rated,.,52,18,REGION 18: MIDLAND,84.6%,High School,
campus,114901043.0,BIG SPRING J H,BIG SPRING J H,Big Spring ISD,Howard,C,73,D,64,C,74,C,72,637,18,REGION 18: MIDLAND,65.8%,Middle School,/districts/big-spring-isd/big-spring-junior-high-school/
campus,114901044.0,BIG SPRING INT,BIG SPRING INT,Big Spring ISD,Howard,D,69,D,65,C,70,D,65,624,18,REGION 18: MIDLAND,75.0%,Middle School,/districts/big-spring-isd/big-spring-int/
campus,114901102.0,GOLIAD EL,GOLIAD EL,Big Spring ISD,Howard,F,51,F,57,F,57,F,37,293,18,REGION 18: MIDLAND,72.4%,Elementary,/districts/big-spring-isd/bauer-elementary-school/
campus,114901108.0,KENTWOOD EL,KENTWOOD EL,Big Spring ISD,Howard,D,63,Not rated,.,Not rated,.,Not rated,.,112,18,REGION 18: MIDLAND,100.0%,Elementary,/districts/big-spring-isd/kentwood-elementary-school/
campus,114901110.0,MARCY EL,MARCY EL,Big Spring ISD,Howard,D,63,Not rated,.,Not rated,.,Not rated,.,426,18,REGION 18: MIDLAND,73.7%,Elementary,/districts/big-spring-isd/marcy-elementary-school/
campus,114901111.0,MOSS EL,MOSS EL,Big Spring ISD,Howard,D,63,Not rated,.,Not rated,.,Not rated,.,475,18,REGION 18: MIDLAND,73.7%,Elementary,/districts/big-spring-isd/moss-elementary-school/
campus,114901113.0,WASHINGTON EL,WASHINGTON EL,Big Spring ISD,Howard,F,56,D,60,D,60,F,47,316,18,REGION 18: MIDLAND,73.7%,Elementary,/districts/big-spring-isd/washington-elementary-school/
district,114902.0,COAHOMA ISD,,Coahoma ISD,Howard,B,81,B,84,C,71,C,73,"1,106",18,REGION 18: MIDLAND,35.1%,District,/districts/coahoma-isd/
campus,114902001.0,COAHOMA H S,COAHOMA H S,Coahoma ISD,Howard,B,86,B,87,C,76,B,84,265,18,REGION 18: MIDLAND,31.3%,High School,/districts/coahoma-isd/coahoma-high-school/
campus,114902041.0,COAHOMA J H,COAHOMA J H,Coahoma ISD,Howard,D,62,D,69,F,58,F,47,256,18,REGION 18: MIDLAND,34.8%,Middle School,/districts/coahoma-isd/coahoma-junior-high-school/
campus,114902101.0,COAHOMA EL,COAHOMA EL,Coahoma ISD,Howard,C,77,C,70,B,80,C,71,585,18,REGION 18: MIDLAND,36.9%,Elementary,/districts/coahoma-isd/coahoma-elementary-school/
district,114904.0,FORSAN ISD,,Forsan ISD,Howard,B,88,A,91,B,86,B,82,771,18,REGION 18: MIDLAND,30.7%,District,/districts/forsan-isd/
campus,114904001.0,FORSAN H S,FORSAN H S,Forsan ISD,Howard,B,87,A,90,B,81,C,79,396,18,REGION 18: MIDLAND,27.8%,Elem/Secondary,/districts/forsan-isd/forsan-high-school/
campus,114904101.0,FORSAN EL,FORSAN EL,Forsan ISD,Howard,C,76,B,80,C,70,D,65,375,18,REGION 18: MIDLAND,33.9%,Elementary,/districts/forsan-isd/forsan-elementary-school/
district,115901.0,FT HANCOCK ISD,,Ft Hancock ISD,Hudspeth,B,87,B,88,A,91,C,79,396,19,REGION 19: EL PASO,89.9%,District,/districts/fort-hancock-isd/
campus,115901004.0,FORT HANCOCK H S,FORT HANCOCK H S,Ft Hancock ISD,Hudspeth,B,87,B,88,B,89,B,81,108,19,REGION 19: EL PASO,92.6%,High School,/districts/fort-hancock-isd/fort-hancock-high-school/
campus,115901041.0,FORT HANCOCK MIDDLE,FORT HANCOCK MIDDLE,Ft Hancock ISD,Hudspeth,A,90,B,81,A,91,B,88,87,19,REGION 19: EL PASO,87.4%,Middle School,/districts/fort-hancock-isd/fort-hancock-middle-school/
campus,115901101.0,BENITO MARTINEZ EL,BENITO MARTINEZ EL,Ft Hancock ISD,Hudspeth,D,68,D,65,C,72,F,58,201,19,REGION 19: EL PASO,89.6%,Elementary,/districts/fort-hancock-isd/benito-martinez-elementary-school/
district,115902.0,SIERRA BLANCA ISD,,Sierra Blanca ISD,Hudspeth,C,71,C,75,C,76,D,60,113,19,REGION 19: EL PASO,84.1%,District,/districts/sierra-blanca-isd/
campus,115902001.0,SIERRA BLANCA SCHOOL,SIERRA BLANCA SCHOOL,Sierra Blanca ISD,Hudspeth,C,71,C,75,C,76,D,60,113,19,REGION 19: EL PASO,84.1%,Elem/Secondary,/districts/sierra-blanca-isd/sierra-blanca-school/
district,115903.0,DELL CITY ISD,,Dell City ISD,Hudspeth,D,67,F,58,C,70,D,60,72,19,REGION 19: EL PASO,83.3%,District,/districts/dell-city-isd/
campus,115903001.0,DELL CITY SCHOOL,DELL CITY SCHOOL,Dell City ISD,Hudspeth,D,67,F,58,C,70,D,60,72,19,REGION 19: EL PASO,83.3%,Elem/Secondary,/districts/dell-city-isd/dell-city-school/
district,116901.0,CADDO MILLS ISD,,Caddo Mills ISD,Hunt,A,93,A,93,A,91,A,94,"1,840",10,REGION 10: RICHARDSON,34.9%,District,/districts/caddo-mills-isd/
campus,116901001.0,CADDO MILLS H S,CADDO MILLS H S,Caddo Mills ISD,Hunt,A,93,A,94,B,88,B,89,488,10,REGION 10: RICHARDSON,30.7%,High School,/districts/caddo-mills-isd/caddo-mills-high-school/
campus,116901041.0,CADDO MILLS MIDDLE,CADDO MILLS MIDDLE,Caddo Mills ISD,Hunt,B,85,B,88,B,80,C,78,437,10,REGION 10: RICHARDSON,33.0%,Middle School,/districts/caddo-mills-isd/caddo-mills-middle-school/
campus,116901101.0,FRANCES AND JEANNETTE LEE EL,FRANCES AND JEANNETTE LEE EL,Caddo Mills ISD,Hunt,B,87,B,89,B,81,B,81,446,10,REGION 10: RICHARDSON,37.9%,Elementary,/districts/caddo-mills-isd/frances-and-jeannette-lee-elementary-school/
campus,116901102.0,KATHRYN GRIFFIS EL,KATHRYN GRIFFIS EL,Caddo Mills ISD,Hunt,A,91,A,92,A,90,B,89,469,10,REGION 10: RICHARDSON,38.2%,Elementary,/districts/caddo-mills-isd/kathryn-griffis-elementary-school/
district,116902.0,CELESTE ISD,,Celeste ISD,Hunt,B,86,B,87,B,85,B,82,507,10,REGION 10: RICHARDSON,56.8%,District,/districts/celeste-isd/
campus,116902001.0,CELESTE H S,CELESTE H S,Celeste ISD,Hunt,B,88,A,90,B,84,B,83,179,10,REGION 10: RICHARDSON,50.3%,High School,/districts/celeste-isd/celeste-high-school/
campus,116902041.0,CELESTE J H,CELESTE J H,Celeste ISD,Hunt,C,75,C,75,C,75,C,75,113,10,REGION 10: RICHARDSON,54.9%,Middle School,/districts/celeste-isd/celeste-junior-high-school/
campus,116902101.0,CELESTE EL,CELESTE EL,Celeste ISD,Hunt,C,78,C,70,C,79,C,74,215,10,REGION 10: RICHARDSON,63.3%,Elementary,/districts/celeste-isd/celeste-elementary-school/
district,116903.0,COMMERCE ISD,,Commerce ISD,Hunt,B,81,B,81,B,85,C,72,"1,516",10,REGION 10: RICHARDSON,65.8%,District,/districts/commerce-isd/
campus,116903001.0,COMMERCE H S,COMMERCE H S,Commerce ISD,Hunt,B,81,B,83,B,82,C,76,458,10,REGION 10: RICHARDSON,55.9%,High School,/districts/commerce-isd/commerce-high-school/
campus,116903043.0,COMMERCE MIDDLE,COMMERCE MIDDLE,Commerce ISD,Hunt,F,56,D,67,D,63,F,30,345,10,REGION 10: RICHARDSON,62.0%,Middle School,/districts/commerce-isd/commerce-middle-school/
campus,116903101.0,COMMERCE EL,COMMERCE EL,Commerce ISD,Hunt,D,64,Not rated,.,Not rated,.,Not rated,.,378,10,REGION 10: RICHARDSON,75.7%,Elementary,/districts/commerce-isd/commerce-elementary-school/
campus,116903104.0,ALBERT C WILLIAMS EL,ALBERT C WILLIAMS EL,Commerce ISD,Hunt,D,64,D,62,D,65,D,61,335,10,REGION 10: RICHARDSON,72.2%,Elementary,/districts/commerce-isd/albert-c-williams-elementary-school/
district,116905.0,GREENVILLE ISD,,Greenville ISD,Hunt,B,82,B,81,B,87,C,71,"5,481",10,REGION 10: RICHARDSON,73.8%,District,/districts/greenville-isd/
campus,116905001.0,NEW HORIZONS LEARNING CENTER,NEW HORIZONS LEARNING CENTER,Greenville ISD,Hunt,A,99,A,91,A,93,Not rated,.,77,10,REGION 10: RICHARDSON,74.0%,High School,/districts/greenville-isd/new-horizons-learning-center/
campus,116905002.0,GREENVILLE H S,GREENVILLE H S,Greenville ISD,Hunt,B,82,B,85,B,85,C,76,"1,429",10,REGION 10: RICHARDSON,64.5%,High School,/districts/greenville-isd/greenville-high-school/
campus,116905004.0,GREENVILLE ALTERNATIVE EDUCATIONAL,GREENVILLE ALTERNATIVE EDUCATIONAL,Greenville ISD,Hunt,Not rated,.,Not rated,.,Not rated,.,Not rated,.,28,10,REGION 10: RICHARDSON,89.3%,Elem/Secondary,/districts/greenville-isd/greenville-alternative-educational-program/
campus,116905041.0,GREENVILLE MIDDLE,GREENVILLE MIDDLE,Greenville ISD,Hunt,C,71,D,69,C,72,D,68,741,10,REGION 10: RICHARDSON,70.9%,Middle School,/districts/greenville-isd/greenville-middle-school/
campus,116905102.0,BOWIE EL,BOWIE EL,Greenville ISD,Hunt,C,76,D,64,C,77,C,72,637,10,REGION 10: RICHARDSON,67.8%,Elementary,/districts/greenville-isd/bowie-elementary-school/
campus,116905103.0,CROCKETT EL,CROCKETT EL,Greenville ISD,Hunt,F,56,F,56,F,59,F,50,209,10,REGION 10: RICHARDSON,88.0%,Elementary,/districts/greenville-isd/crockett-elementary-school/
campus,116905104.0,CARVER EL,CARVER EL,Greenville ISD,Hunt,C,71,F,56,C,75,D,63,549,10,REGION 10: RICHARDSON,94.5%,Elementary,/districts/greenville-isd/carver-elementary-school/
campus,116905106.0,LAMAR EL,LAMAR EL,Greenville ISD,Hunt,C,78,C,70,B,80,C,74,581,10,REGION 10: RICHARDSON,60.1%,Elementary,/districts/greenville-isd/lamar-elementary-school/
campus,116905107.0,TRAVIS EL,TRAVIS EL,Greenville ISD,Hunt,F,49,F,56,F,57,F,30,625,10,REGION 10: RICHARDSON,83.5%,Elementary,/districts/greenville-isd/travis-elementary-school/
campus,116905109.0,L P WATERS EARLY CHILDHOOD CENTER,L P WATERS EARLY CHILDHOOD CENTER,Greenville ISD,Hunt,C,78,Not rated,.,Not rated,.,Not rated,.,401,10,REGION 10: RICHARDSON,92.8%,Elementary,/districts/greenville-isd/lp-waters-early-childhood-center/
campus,116905114.0,KATHERINE G JOHNSON STEM ACADEMY,KATHERINE G JOHNSON STEM ACADEMY,Greenville ISD,Hunt,B,84,B,82,B,86,C,78,204,10,REGION 10: RICHARDSON,67.2%,Elementary,
district,116906.0,LONE OAK ISD,,Lone Oak ISD,Hunt,B,89,A,91,B,89,B,84,"1,005",10,REGION 10: RICHARDSON,42.0%,District,/districts/lone-oak-isd/
campus,116906001.0,LONE OAK H S,LONE OAK H S,Lone Oak ISD,Hunt,B,87,B,89,B,85,B,82,345,10,REGION 10: RICHARDSON,41.7%,High School,/districts/lone-oak-isd/lone-oak-high-school/
campus,116906041.0,LONE OAK MIDDLE,LONE OAK MIDDLE,Lone Oak ISD,Hunt,B,80,B,83,C,75,C,72,225,10,REGION 10: RICHARDSON,38.7%,Middle School,/districts/lone-oak-isd/lone-oak-middle-school/
