"District Number",District,"Campus Number",Campus,"ESC Region",Region,County,"School Type","Grades Served","Alternate Education","Number of Students","% Economically Disadvantaged","% LEP Students","Overall Rating *","Overall Score","Student Achievement Rating *","Student Achievement Score","School Progress Rating *","School Progress Score","Academic Growth Rating *","Academic Growth Score","Relative Performance Rating *","Relative Performance Score","Closing the Gaps Rating *","Closing the Gaps Score","Support Label","Public Education Grant","Distinction Reading","Distinction Mathematics","Distinction Science","Distinction Soc Studies","Distinction Progress","Distinction Closing the Gap","Distinction Post-Sec Readiness","US Congress District","TX House District","TX Senate District"
005904,WINDTHORST ISD,005904101,WINDTHORST EL,09,REGION 09: WICHITA FALLS,ARCHER,Elementary,PK - 05,No,176,42.6%,12.5%,A,95,A,93,A,91,B,89,A,91,A,100,,,Earned,Earned,Earned,,Earned,Earned,Earned,013,069,030
006902,CLAUDE ISD,,,16,REGION 16: AMARILLO,ARMSTRONG,District,,No,358,40.8%,1.1%,A,91,A,93,A,91,A,91,A,91,B,87,,,,,,,,,Not Earned,,,
006902,CLAUDE ISD,006902001,CLAUDE H S,16,REGION 16: AMARILLO,ARMSTRONG,High School,07 - 12,No,140,32.1%,1.4%,B,89,A,91,A,90,A,90,B,84,B,85,,,Not Earned,Earned,Not Earned,Earned,Earned,Not Earned,Not Earned,013,088,031
006902,CLAUDE ISD,006902101,CLAUDE EL,16,REGION 16: AMARILLO,ARMSTRONG,Elementary,PK - 06,No,218,46.3%,0.9%,B,86,B,86,B,85,B,85,B,83,B,86,,,Not Earned,Earned,Not Earned,,Earned,Earned,Earned,013,088,031
007901,CHARLOTTE ISD,,,20,REGION 20: SAN ANTONIO,ATASCOSA,District,,No,469,74.0%,5.3%,B,87,B,86,B,89,F,59,B,89,B,82,,,,,,,,,Not Earned,,,
007901,CHARLOTTE ISD,007901001,CHARLOTTE H S,20,REGION 20: SAN ANTONIO,ATASCOSA,High School,09 - 12,No,145,73.8%,2.1%,B,85,B,87,B,85,D,66,B,85,B,81,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Earned,Not Earned,028,031,019
007901,CHARLOTTE ISD,007901003,DISTRICT REASSIGNMENT & OPPORTUNIT,20,REGION 20: SAN ANTONIO,ATASCOSA,Middle School,07 - 07,No,1,100.0%,0.0%,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,,,,,,,,,,028,031,019
007901,CHARLOTTE ISD,007901041,CHARLOTTE MIDDLE,20,REGION 20: SAN ANTONIO,ATASCOSA,Middle School,05 - 08,No,127,70.1%,7.1%,C,73,C,72,C,77,D,60,C,77,D,62,Additional Targeted Support 2018 and 2019,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,028,031,019
007901,CHARLOTTE ISD,007901101,CHARLOTTE EL,20,REGION 20: SAN ANTONIO,ATASCOSA,Elementary,EE - 04,No,196,76.5%,6.6%,D,66,D,67,C,70,F,58,C,70,F,56,Comprehensive Reidentified,,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,028,031,019
007902,JOURDANTON ISD,,,20,REGION 20: SAN ANTONIO,ATASCOSA,District,,No,"1,606",54.0%,2.4%,B,86,B,87,B,89,B,80,A,90,B,80,,,,,,,,,Not Earned,,,
007902,JOURDANTON ISD,007902001,JOURDANTON H S,20,REGION 20: SAN ANTONIO,ATASCOSA,High School,09 - 12,No,417,48.2%,1.4%,B,85,B,87,B,85,C,73,B,85,B,81,,,Not Earned,Not Earned,Earned,Not Earned,Not Earned,Not Earned,Not Earned,028,031,019
007902,JOURDANTON ISD,007902005,ATASCOSA COUNTY JUVENILE JUSTICE C,20,REGION 20: SAN ANTONIO,ATASCOSA,High School,08 - 12,Yes,6,33.3%,0.0%,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,,,,,,,,,,028,031,019
007902,JOURDANTON ISD,007902006,JOURDANTON DAEP,20,REGION 20: SAN ANTONIO,ATASCOSA,Elem/Secondary,05 - 11,No,6,66.7%,0.0%,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,,,,,,,,,,028,031,019
007902,JOURDANTON ISD,007902041,JOURDANTON J H,20,REGION 20: SAN ANTONIO,ATASCOSA,Middle School,06 - 08,No,354,48.9%,2.5%,B,85,B,80,B,83,B,83,C,79,B,89,,,Not Earned,Earned,Not Earned,Not Earned,Earned,Earned,Earned,028,031,019
007902,JOURDANTON ISD,007902101,JOURDANTON EL,20,REGION 20: SAN ANTONIO,ATASCOSA,Elementary,EE - 05,No,823,59.2%,2.8%,D,69,C,72,D,69,D,69,D,69,D,61,Targeted Support,,Not Earned,Not Earned,Earned,,Not Earned,Not Earned,Not Earned,028,031,019
007904,LYTLE ISD,,,20,REGION 20: SAN ANTONIO,ATASCOSA,District,,No,"1,724",74.1%,12.1%,C,78,C,75,B,81,D,65,B,81,C,70,,,,,,,,,Not Earned,,,
007904,LYTLE ISD,007904001,LYTLE H S,20,REGION 20: SAN ANTONIO,ATASCOSA,High School,09 - 12,No,459,70.8%,11.3%,C,77,C,76,B,80,F,57,B,80,C,70,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,023,053,019
007904,LYTLE ISD,007904002,LYTLE DAEP,20,REGION 20: SAN ANTONIO,ATASCOSA,Elem/Secondary,06 - 12,No,4,50.0%,0.0%,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,,,,,,,,,,028,031,019
007904,LYTLE ISD,007904003,JJAEP,20,REGION 20: SAN ANTONIO,ATASCOSA,High School,09 - 12,No,3,66.7%,0.0%,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,,,,,,,,,,028,031,019
007904,LYTLE ISD,007904041,LYTLE J H,20,REGION 20: SAN ANTONIO,ATASCOSA,Middle School,06 - 08,No,399,74.4%,10.8%,D,66,D,64,D,69,D,69,D,69,F,59,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,023,053,019
007904,LYTLE ISD,007904101,LYTLE EL,20,REGION 20: SAN ANTONIO,ATASCOSA,Elementary,02 - 05,No,491,72.3%,14.1%,D,65,D,62,D,67,D,67,D,60,D,61,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,028,031,019
007904,LYTLE ISD,007904103,LYTLE PRIMARY SCHOOL,20,REGION 20: SAN ANTONIO,ATASCOSA,Elementary,PK - 01,No,368,80.7%,12.2%,D,65,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,,,,,,,,,,028,031,019
007905,PLEASANTON ISD,,,20,REGION 20: SAN ANTONIO,ATASCOSA,District,,No,"3,555",62.1%,3.6%,B,85,B,84,B,89,F,59,B,89,C,75,,,,,,,,,Not Earned,,,
007905,PLEASANTON ISD,007905001,PLEASANTON H S,20,REGION 20: SAN ANTONIO,ATASCOSA,High School,09 - 12,No,"1,031",55.9%,1.9%,B,85,B,87,B,87,B,84,B,87,C,79,,,Not Earned,Not Earned,Not Earned,Not Earned,Earned,Not Earned,Earned,028,031,019
007905,PLEASANTON ISD,007905004,ATASCOSA CO ALTER,20,REGION 20: SAN ANTONIO,ATASCOSA,High School,09 - 09,No,1,100.0%,0.0%,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,,,,,,,,,,028,031,019
007905,PLEASANTON ISD,007905005,PLEASANTON ISD SCHOOL OF CHOICE,20,REGION 20: SAN ANTONIO,ATASCOSA,High School,11 - 12,Yes,5,80.0%,0.0%,B,89,B,84,N/R,.,N/R,.,N/R,.,N/R,.,,,,,,,,,,028,031,019
007905,PLEASANTON ISD,007905041,PLEASANTON J H,20,REGION 20: SAN ANTONIO,ATASCOSA,Middle School,06 - 08,No,794,61.6%,3.7%,D,63,D,69,D,66,F,58,D,66,F,50,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,028,031,019
007905,PLEASANTON ISD,007905103,PLEASANTON EL,20,REGION 20: SAN ANTONIO,ATASCOSA,Elementary,02 - 05,No,"1,083",64.2%,4.8%,F,57,D,64,F,59,F,57,F,59,F,39,Comprehensive Identified,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,028,031,019
007905,PLEASANTON ISD,007905105,PLEASANTON PRI,20,REGION 20: SAN ANTONIO,ATASCOSA,Elementary,EE - 01,No,641,68.8%,4.4%,F,57,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,,,,,,,,,,028,031,019
007906,POTEET ISD,,,20,REGION 20: SAN ANTONIO,ATASCOSA,District,,No,"1,695",79.4%,5.7%,B,86,B,81,A,90,D,65,A,90,C,77,,,,,,,,,Not Earned,,,
007906,POTEET ISD,007906001,POTEET H S,20,REGION 20: SAN ANTONIO,ATASCOSA,High School,09 - 12,No,480,69.0%,2.5%,B,81,C,79,B,83,C,75,B,83,C,76,,,Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,028,031,019
007906,POTEET ISD,007906003,ATASCOSA CO JUVENILE UNIT,20,REGION 20: SAN ANTONIO,ATASCOSA,High School,07 - 11,No,3,100.0%,0.0%,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,,,,,,,,,,028,031,019
007906,POTEET ISD,007906041,POTEET J H,20,REGION 20: SAN ANTONIO,ATASCOSA,Middle School,06 - 08,No,382,79.1%,4.7%,C,71,D,69,C,75,F,59,C,75,D,61,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,028,031,019
007906,POTEET ISD,007906101,POTEET EL,20,REGION 20: SAN ANTONIO,ATASCOSA,Elementary,EE - 03,No,577,86.8%,8.3%,D,69,D,67,C,73,N/R,.,C,73,D,61,Comprehensive Progress,,Not Earned,Not Earned,,,,Not Earned,Not Earned,028,031,019
007906,POTEET ISD,007906102,POTEET INT,20,REGION 20: SAN ANTONIO,ATASCOSA,Elementary,04 - 05,No,253,82.6%,7.1%,C,76,C,71,C,77,C,72,C,77,C,74,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,028,031,019
008901,BELLVILLE ISD,,,06,REGION 06: HUNTSVILLE,AUSTIN,District,,No,"2,221",49.5%,8.4%,B,85,B,87,B,83,B,80,B,83,B,81,,,,,,,,,Not Earned,,,
008901,BELLVILLE ISD,008901001,BELLVILLE H S,06,REGION 06: HUNTSVILLE,AUSTIN,High School,09 - 12,No,714,43.8%,4.8%,B,83,B,85,B,80,D,69,B,80,C,77,Additional Targeted Support 2018 and 2019,,Earned,Not Earned,Earned,Earned,Not Earned,Not Earned,Not Earned,010,013,018
008901,BELLVILLE ISD,008901041,BELLVILLE J H,06,REGION 06: HUNTSVILLE,AUSTIN,Middle School,06 - 08,No,518,49.2%,6.9%,B,81,B,82,B,81,B,80,B,81,C,78,Targeted Support,,Earned,Earned,Not Earned,Not Earned,Earned,Not Earned,Not Earned,010,013,018
008901,BELLVILLE ISD,008901101,O'BRYANT PRI,06,REGION 06: HUNTSVILLE,AUSTIN,Elementary,EE - 03,No,546,57.9%,13.6%,C,79,C,78,B,81,N/R,.,B,81,C,74,Additional Targeted Support 2018 and 2019,,Not Earned,Not Earned,,,,Not Earned,Not Earned,010,013,018
008901,BELLVILLE ISD,008901102,O'BRYANT INT,06,REGION 06: HUNTSVILLE,AUSTIN,Elementary,04 - 05,No,295,55.6%,11.9%,C,74,C,74,C,72,C,70,C,72,C,73,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,010,013,018
008901,BELLVILLE ISD,008901105,WEST END EL,06,REGION 06: HUNTSVILLE,AUSTIN,Elementary,KG - 05,No,148,35.1%,5.4%,B,82,B,85,C,75,C,75,C,75,C,74,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,010,013,018
008902,SEALY ISD,,,06,REGION 06: HUNTSVILLE,AUSTIN,District,,No,"2,751",59.5%,14.8%,C,78,B,82,B,81,C,79,B,81,C,70,,,,,,,,,Not Earned,,,
008902,SEALY ISD,008902001,SEALY H S,06,REGION 06: HUNTSVILLE,AUSTIN,High School,09 - 12,No,804,54.2%,9.7%,B,81,B,83,B,81,C,79,B,81,C,75,Additional Targeted Support 2018 and 2019,,Earned,Not Earned,Earned,Not Earned,Not Earned,Not Earned,Not Earned,010,013,018
008902,SEALY ISD,008902041,SEALY J H,06,REGION 06: HUNTSVILLE,AUSTIN,Middle School,06 - 08,No,607,55.5%,11.4%,C,76,C,79,B,81,D,69,B,81,D,64,Targeted Support,,Not Earned,Not Earned,Not Earned,Earned,Not Earned,Not Earned,Not Earned,010,013,018
008902,SEALY ISD,008902102,SELMAN EL,06,REGION 06: HUNTSVILLE,AUSTIN,Elementary,EE - 05,No,659,64.3%,20.0%,B,86,C,76,A,90,A,90,B,80,C,76,Targeted Support,,Not Earned,Not Earned,Not Earned,,Earned,Not Earned,Not Earned,010,013,018
008902,SEALY ISD,008902104,SEALY EL,06,REGION 06: HUNTSVILLE,AUSTIN,Elementary,PK - 05,No,681,64.5%,18.6%,D,69,D,67,C,70,C,70,D,63,D,66,Additional Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,010,013,018
008903,BRAZOS ISD,,,06,REGION 06: HUNTSVILLE,AUSTIN,District,,No,825,64.1%,15.5%,B,89,B,89,B,89,B,84,A,91,B,89,,,,,,,,,Not Earned,,,
008903,BRAZOS ISD,008903001,BRAZOS H S,06,REGION 06: HUNTSVILLE,AUSTIN,High School,09 - 12,No,217,48.8%,9.2%,B,88,B,89,B,85,C,70,B,85,B,87,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,010,013,018
008903,BRAZOS ISD,008903041,BRAZOS MIDDLE,06,REGION 06: HUNTSVILLE,AUSTIN,Middle School,06 - 08,No,204,59.3%,14.2%,A,90,B,88,A,91,B,86,A,91,B,88,,,Earned,Earned,Earned,Earned,Earned,Earned,Earned,010,013,018
008903,BRAZOS ISD,008903102,BRAZOS EL,06,REGION 06: HUNTSVILLE,AUSTIN,Elementary,EE - 05,No,340,70.0%,23.2%,D,68,D,69,D,69,D,65,D,69,D,65,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,022,028,018
008903,BRAZOS ISD,008903103,PRAIRIE HARBOR ALTERNATIVE SCHOOL,06,REGION 06: HUNTSVILLE,AUSTIN,Elem/Secondary,04 - 12,No,64,100.0%,0.0%,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,,,,,,,,,,010,013,018
009901,MULESHOE ISD,,,17,REGION 17: LUBBOCK,BAILEY,District,,No,"1,414",86.1%,23.3%,B,84,B,85,B,89,D,65,A,93,C,73,,,,,,,,,Not Earned,,,
009901,MULESHOE ISD,009901001,MULESHOE H S,17,REGION 17: LUBBOCK,BAILEY,High School,09 - 12,No,349,82.5%,8.0%,B,87,B,88,A,92,C,76,A,92,C,75,,,Not Earned,Earned,Earned,Earned,Not Earned,Not Earned,Earned,019,088,031
009901,MULESHOE ISD,009901002,P E P,17,REGION 17: LUBBOCK,BAILEY,High School,09 - 12,Yes,14,100.0%,7.1%,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,,,,,,,,,,019,088,031
009901,MULESHOE ISD,009901041,WATSON J H,17,REGION 17: LUBBOCK,BAILEY,Middle School,06 - 08,No,340,85.6%,15.9%,C,77,D,69,C,79,D,66,C,79,C,71,Targeted Support,,Not Earned,Not Earned,Not Earned,Earned,Not Earned,Not Earned,Not Earned,019,088,031
009901,MULESHOE ISD,009901101,MARY DESHAZO EL,17,REGION 17: LUBBOCK,BAILEY,Elementary,03 - 05,No,319,88.4%,32.0%,F,55,F,58,D,60,F,58,D,60,F,43,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,019,088,031
009901,MULESHOE ISD,009901103,DILLMAN EL,17,REGION 17: LUBBOCK,BAILEY,Elementary,EE - 02,No,392,87.2%,37.0%,F,55,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,,,,,,,,,,019,088,031
010901,MEDINA ISD,,,20,REGION 20: SAN ANTONIO,BANDERA,District,,No,306,61.8%,1.6%,B,81,B,82,B,80,C,75,B,80,C,79,,,,,,,,,,,,
010901,MEDINA ISD,010901001,MEDINA SCHOOL,20,REGION 20: SAN ANTONIO,BANDERA,Elem/Secondary,PK - 12,No,306,61.8%,1.6%,B,81,B,82,B,80,C,75,B,80,C,79,Additional Targeted Support 2018 and 2019,,Not Earned,Not Earned,Earned,Not Earned,Not Earned,Not Earned,Not Earned,021,053,024
010902,BANDERA ISD,,,20,REGION 20: SAN ANTONIO,BANDERA,District,,No,"2,230",53.5%,4.3%,B,84,B,84,B,87,D,60,B,87,C,78,,,,,,,,,Not Earned,,,
010902,BANDERA ISD,010902001,BANDERA H S,20,REGION 20: SAN ANTONIO,BANDERA,High School,09 - 12,No,640,44.7%,1.4%,B,81,B,83,B,82,D,63,B,82,C,75,Additional Targeted Support,,Not Earned,Not Earned,Not Earned,Earned,Not Earned,Not Earned,Not Earned,021,053,024
010902,BANDERA ISD,010902041,BANDERA MIDDLE,20,REGION 20: SAN ANTONIO,BANDERA,Middle School,06 - 08,No,530,49.4%,4.5%,D,67,C,75,D,69,F,59,D,69,F,47,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,021,053,024
010902,BANDERA ISD,010902101,ALKEK EL,20,REGION 20: SAN ANTONIO,BANDERA,Elementary,EE - 05,No,570,59.5%,7.4%,C,74,C,75,C,75,C,70,C,75,C,72,Comprehensive Progress,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,021,053,024
010902,BANDERA ISD,010902102,HILL COUNTRY EL,20,REGION 20: SAN ANTONIO,BANDERA,Elementary,PK - 05,No,490,62.2%,4.5%,C,79,C,72,B,80,B,80,C,70,C,77,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,021,053,024
011901,BASTROP ISD,,,13,REGION 13: AUSTIN,BASTROP,District,,No,"11,043",70.5%,27.8%,B,80,B,81,B,84,F,59,B,84,C,72,,,,,,,,,Not Earned,,,
011901,BASTROP ISD,011901001,BASTROP H S,13,REGION 13: AUSTIN,BASTROP,High School,09 - 12,No,"1,466",55.5%,11.6%,B,80,B,83,B,81,D,62,B,81,C,72,,,Not Earned,Not Earned,Earned,Earned,Not Earned,Not Earned,Not Earned,010,017,014
011901,BASTROP ISD,011901002,CEDAR CREEK H S,13,REGION 13: AUSTIN,BASTROP,High School,09 - 12,No,"1,572",67.3%,20.8%,B,81,B,83,B,85,C,72,B,85,C,71,,,Not Earned,Earned,Earned,Not Earned,Not Earned,Not Earned,Earned,027,017,014
011901,BASTROP ISD,011901005,COLORADO RIVER COLLEGIATE ACADEMY,13,REGION 13: AUSTIN,BASTROP,High School,09 - 12,No,206,60.2%,2.9%,A,98,A,97,A,96,A,93,A,96,A,100,,,Not Earned,Earned,Not Earned,Earned,Earned,Earned,Earned,010,017,014
011901,BASTROP ISD,011901022,GENESIS H S,13,REGION 13: AUSTIN,BASTROP,High School,09 - 12,Yes,112,87.5%,24.1%,C,71,C,75,N/R,.,N/R,.,N/R,.,D,62,Targeted Support,,,,,,,,,010,017,014
011901,BASTROP ISD,011901041,BASTROP MIDDLE,13,REGION 13: AUSTIN,BASTROP,Middle School,07 - 08,No,820,62.0%,17.8%,C,77,C,70,C,79,C,79,D,69,C,72,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,027,017,014
011901,BASTROP ISD,011901101,EMILE EL,13,REGION 13: AUSTIN,BASTROP,Elementary,PK - 04,No,707,63.9%,25.2%,D,62,D,67,D,63,F,57,D,63,F,50,Comprehensive Reidentified,,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,010,017,014
011901,BASTROP ISD,011901102,MINA EL,13,REGION 13: AUSTIN,BASTROP,Elementary,EE - 04,No,650,56.8%,4.0%,B,81,B,83,B,84,D,67,B,84,C,75,,,Earned,Not Earned,,,Not Earned,Not Earned,Earned,010,017,014
011901,BASTROP ISD,011901103,CEDAR CREEK EL,13,REGION 13: AUSTIN,BASTROP,Elementary,EE - 04,No,768,86.2%,63.0%,C,71,D,67,C,73,F,57,C,73,D,67,Targeted Support,,Not Earned,Earned,,,Not Earned,Not Earned,Not Earned,027,017,014
011901,BASTROP ISD,011901104,BASTROP INT,13,REGION 13: AUSTIN,BASTROP,Middle School,05 - 06,No,825,68.0%,19.6%,C,75,C,74,C,79,F,59,C,79,D,65,Comprehensive Progress,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,027,017,014
011901,BASTROP ISD,011901106,CEDAR CREEK MIDDLE,13,REGION 13: AUSTIN,BASTROP,Middle School,07 - 08,No,920,77.1%,30.7%,C,72,D,64,C,74,C,74,D,69,D,68,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,027,017,014
011901,BASTROP ISD,011901107,RED ROCK EL,13,REGION 13: AUSTIN,BASTROP,Elementary,PK - 04,No,626,84.7%,50.8%,F,54,F,56,F,58,F,56,F,58,F,46,Targeted Support,Yes,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,027,017,014
011901,BASTROP ISD,011901108,CEDAR CREEK INT,13,REGION 13: AUSTIN,BASTROP,Middle School,05 - 06,No,930,77.7%,35.9%,D,64,C,70,C,77,F,54,C,77,F,33,Comprehensive Identified,,Not Earned,Not Earned,Earned,,Not Earned,Not Earned,Not Earned,027,017,014
011901,BASTROP ISD,011901109,BLUEBONNET EL,13,REGION 13: AUSTIN,BASTROP,Elementary,PK - 04,No,776,77.4%,37.5%,D,67,D,65,D,69,F,58,D,69,D,63,Targeted Support,,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,027,017,014
011901,BASTROP ISD,011901110,LOST PINES EL,13,REGION 13: AUSTIN,BASTROP,Elementary,PK - 04,No,665,86.8%,48.7%,F,59,F,59,D,63,F,58,D,63,F,54,Targeted Support,,Not Earned,Not Earned,,,Not Earned,Not Earned,Not Earned,010,017,014
011902,ELGIN ISD,,,13,REGION 13: AUSTIN,BASTROP,District,,No,"4,438",77.3%,31.1%,B,82,C,79,B,87,F,59,B,87,C,71,,,,,,,,,Not Earned,,,
011902,ELGIN ISD,011902001,ELGIN H S,13,REGION 13: AUSTIN,BASTROP,High School,09 - 12,No,"1,284",69.4%,13.5%,B,81,B,82,B,85,D,63,B,85,C,71,Additional Targeted Support 2018 and 2019,,Not Earned,Not Earned,Earned,Earned,Not Earned,Not Earned,Earned,010,050,014
011902,ELGIN ISD,011902003,BASTROP COUNTY JUVENILE BOOT CAMP,13,REGION 13: AUSTIN,BASTROP,High School,10 - 10,No,1,100.0%,0.0%,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,,,,,,,,,,010,017,014
011902,ELGIN ISD,011902004,PHOENIX H S,13,REGION 13: AUSTIN,BASTROP,High School,09 - 12,Yes,50,78.0%,18.0%,C,73,B,81,N/R,.,N/R,.,N/R,.,F,30,Comprehensive Identified,,,,,,,,,010,017,014
011902,ELGIN ISD,011902041,ELGIN MIDDLE,13,REGION 13: AUSTIN,BASTROP,Middle School,06 - 08,No,"1,023",78.5%,31.8%,D,60,D,62,D,69,F,59,D,69,F,39,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,010,017,014
011902,ELGIN ISD,011902101,BOOKER T WASHINGTON EL,13,REGION 13: AUSTIN,BASTROP,Elementary,KG - 05,No,643,83.8%,52.6%,D,68,F,55,D,69,D,69,F,56,D,67,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,010,017,014
011902,ELGIN ISD,011902102,ELGIN EL,13,REGION 13: AUSTIN,BASTROP,Elementary,EE - 05,No,798,84.7%,43.4%,C,73,F,59,C,74,C,74,D,62,C,72,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,010,017,014
011902,ELGIN ISD,011902103,NEIDIG EL,13,REGION 13: AUSTIN,BASTROP,Elementary,KG - 05,No,639,75.6%,29.7%,F,56,F,58,F,58,F,58,F,58,F,51,Targeted Support,Yes,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,010,050,014
011904,SMITHVILLE ISD,,,13,REGION 13: AUSTIN,BASTROP,District,,No,"1,800",58.9%,7.1%,B,80,B,81,B,81,C,70,B,81,C,77,,,,,,,,,Not Earned,,,
011904,SMITHVILLE ISD,011904002,SMITHVILLE H S,13,REGION 13: AUSTIN,BASTROP,High School,09 - 12,No,547,51.4%,3.8%,B,82,B,82,B,80,C,72,B,80,B,82,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,010,017,014
011904,SMITHVILLE ISD,011904041,SMITHVILLE J H,13,REGION 13: AUSTIN,BASTROP,Middle School,06 - 08,No,424,58.3%,6.8%,C,77,C,77,B,80,D,69,B,80,C,71,Targeted Support,,Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,010,017,014
011904,SMITHVILLE ISD,011904101,SMITHVILLE EL,13,REGION 13: AUSTIN,BASTROP,Elementary,03 - 05,No,387,60.7%,11.1%,D,69,C,72,C,72,C,70,C,72,D,63,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,010,017,014
011904,SMITHVILLE ISD,011904102,BROWN PRI,13,REGION 13: AUSTIN,BASTROP,Elementary,EE - 02,No,442,67.2%,7.9%,D,69,N/R,.,N/R,.,N/R,.,N/R,.,N/R,.,,,,,,,,,,027,017,014
011905,MCDADE ISD,,,13,REGION 13: AUSTIN,BASTROP,District,,No,382,61.0%,15.7%,B,82,B,81,B,85,C,76,B,85,C,76,,,,,,,,,,,,
011905,MCDADE ISD,011905001,MCDADE H S,13,REGION 13: AUSTIN,BASTROP,Elem/Secondary,06 - 12,No,147,58.5%,8.8%,C,77,C,73,C,78,D,65,C,78,C,73,,,Earned,Not Earned,Earned,Not Earned,Not Earned,Not Earned,Not Earned,010,017,014
011905,MCDADE ISD,011905101,MCDADE EL,13,REGION 13: AUSTIN,BASTROP,Elementary,PK - 05,No,235,62.6%,20.0%,B,83,B,82,B,86,B,86,B,85,C,76,Targeted Support,,Earned,Not Earned,Not Earned,,Earned,Not Earned,Earned,010,017,014
012901,SEYMOUR ISD,,,09,REGION 09: WICHITA FALLS,BAYLOR,District,,No,582,58.1%,0.2%,A,93,A,92,A,91,B,85,A,91,A,95,,,,,,,,,Earned,,,
012901,SEYMOUR ISD,012901001,SEYMOUR H S,09,REGION 09: WICHITA FALLS,BAYLOR,High School,09 - 12,No,152,50.7%,0.0%,A,93,A,94,A,90,B,84,A,90,A,90,,,Earned,Earned,Not Earned,Not Earned,Not Earned,Earned,Earned,013,069,028
012901,SEYMOUR ISD,012901042,SEYMOUR MIDDLE,09,REGION 09: WICHITA FALLS,BAYLOR,Middle School,05 - 08,No,176,55.1%,0.0%,B,88,B,85,B,89,C,77,B,89,B,87,,,Earned,Earned,Not Earned,Not Earned,Earned,Earned,Earned,013,069,028
012901,SEYMOUR ISD,012901101,SEYMOUR EL,09,REGION 09: WICHITA FALLS,BAYLOR,Elementary,PK - 04,No,254,64.6%,0.4%,A,91,B,86,A,91,A,91,B,88,A,92,,,Earned,Earned,,,Earned,Earned,Earned,013,069,028
013801,ST MARY'S ACADEMY CHARTER SCHOOL,,,02,REGION 02: CORPUS CHRISTI,BEE,District,,No,430,82.6%,1.6%,B,81,C,77,B,85,D,65,B,85,C,73,,,,,,,,,,,,
